device_id,ip_address,mac_address,device_type,subnet,country,os_type,avg_packets_per_min,avg_bytes_per_min,typical_protocols,typical_ports,active_hours_start,active_hours_end,connection_freq
DEV_0024,192.168.4.133,08:00:27:2B:7B:D0,laptop,4,BR,Android,107.50834796891428,27965.452259756632,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,5.631078160743022
DEV_0025,192.168.5.50,00:25:00:3D:5E:62,workstation,5,FR,Embedded,158.68775016395773,30473.484713429923,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,11.96046140237495
DEV_0026,192.168.6.147,00:1B:44:F0:F5:E1,iot,6,CN,Linux,6.633585877848311,4771.06539061114,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,1.274994869744819
DEV_0027,192.168.7.233,00:21:5A:98:DB:9C,workstation,7,AU,Android,194.01631661514486,31587.865990722315,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,2.5875173968566374
DEV_0028,192.168.8.68,AA:BB:CC:65:D9:3A,workstation,8,CA,Linux,186.26171678189093,61228.63443871831,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,11.008499188122661
DEV_0029,192.168.9.65,00:1A:2B:2E:75:0A,workstation,9,JP,Android,163.44032456188359,67130.62475086782,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,17.439195699206348
DEV_0030,192.168.0.141,00:1A:2B:E8:2D:A1,mobile,0,JP,macOS,67.74490422880908,19433.74843284792,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,3.236276877389124
DEV_0031,192.168.1.162,00:1C:B3:7A:51:9F,server,1,CA,Windows,1328.3771135805996,424464.4281960056,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,98.2220169343038
DEV_0032,192.168.2.222,00:50:56:8D:D4:AE,iot,2,CA,macOS,29.97255833073347,2945.4352833140288,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,0.5437686475099969
DEV_0033,192.168.3.191,00:21:5A:C3:C5:4D,server,3,BR,Windows,689.369404714083,459698.75496341015,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,80.33727621457224
DEV_0034,192.168.4.137,00:1E:68:A2:F9:12,laptop,4,AU,Windows,64.48548048504523,12538.043024211307,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,6.018486792205088
DEV_0035,192.168.5.47,00:0C:29:59:28:C3,laptop,5,AU,Embedded,47.174126415421156,72590.70676991623,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,9.94514183304017
DEV_0036,192.168.6.99,00:21:5A:36:79:C3,workstation,6,AU,macOS,198.90380654403464,71721.95434606109,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,7.151494726265501
DEV_0037,192.168.7.174,DE:AD:BE:46:31:14,laptop,7,JP,iOS,45.76941677045825,70734.54475299804,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,14.218629425360781
DEV_0038,192.168.8.120,00:50:56:48:73:CB,mobile,8,CA,macOS,18.651211573444463,12401.261948300082,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,6.295780860654923
DEV_0039,192.168.9.180,00:1B:44:D1:3B:47,laptop,9,US,Windows,41.66303983461859,75948.0564334574,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,7.850858529054603
DEV_0040,192.168.0.114,00:21:5A:78:B9:32,workstation,0,CN,Android,146.72402146310418,18250.60814357688,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,19.79877627094559
DEV_0041,192.168.1.209,08:00:27:A8:4B:01,laptop,1,JP,Linux,125.82165882691483,49163.96915378317,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,1.8898125340599072
DEV_0042,192.168.2.57,00:1C:B3:16:9A:EA,laptop,2,US,Windows,81.15283431359902,16125.036924527343,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,9.363485972790388
DEV_0043,192.168.3.30,AA:BB:CC:6E:DC:E7,mobile,3,FR,iOS,16.65600874929416,3879.732627826137,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,5.785521988345826
DEV_0044,192.168.4.32,00:1E:68:B5:D8:1A,workstation,4,JP,Android,65.540084888695,60063.89284938942,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,15.813785573331142
DEV_0045,192.168.5.178,00:1B:44:0E:5C:8B,laptop,5,JP,macOS,47.19017884104349,44786.20164941971,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,14.179703935580772
DEV_0046,192.168.6.13,AA:BB:CC:29:8B:E2,mobile,6,IN,iOS,45.86424140607733,10635.74297183518,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,7.789820509431738
DEV_0047,192.168.7.128,DE:AD:BE:DC:59:42,workstation,7,IN,Android,125.03935198343197,11686.738292708113,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,9.518491277182651
DEV_0048,192.168.8.213,DE:AD:BE:B9:2D:DF,laptop,8,UK,Linux,39.43765049794318,52491.85002261399,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,10.036201666373893
DEV_0049,192.168.9.40,AA:BB:CC:26:5A:FC,workstation,9,BR,Android,117.33578854925945,66449.56662097946,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,3.011098163835405
DEV_0050,192.168.0.20,AA:BB:CC:2E:C4:EC,mobile,0,AU,Android,73.63349696015652,14614.647052422557,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,0.8718501989064011
DEV_0051,192.168.1.157,00:0C:29:BA:BE:90,laptop,1,IN,iOS,36.283862104320754,23899.683872461494,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,10.290569484084823
DEV_0052,192.168.2.34,00:1C:B3:2B:9E:C0,laptop,2,CN,Linux,118.65296065553794,32194.825173653328,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,2.92591494447911
DEV_0053,192.168.3.214,DE:AD:BE:13:AC:43,mobile,3,AU,iOS,53.73183359677389,29148.4808954415,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,9.673168053343346
DEV_0054,192.168.4.174,00:1C:B3:E1:EC:90,workstation,4,IN,Android,194.9402229808921,88670.52505470133,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,15.736102945250435
DEV_0055,192.168.5.57,00:21:5A:B2:0D:D4,iot,5,US,iOS,5.704688638203751,1790.9572879097068,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,0.10997727678067408
DEV_0056,192.168.6.214,00:0C:29:D8:38:93,workstation,6,FR,macOS,85.7659255189734,58244.84058826551,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,8.350688713268609
DEV_0057,192.168.7.245,00:1D:09:0A:C7:F0,workstation,7,US,Embedded,105.99535806512488,19329.748074972053,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,13.570321091648967
DEV_0058,192.168.8.35,00:50:56:EA:12:96,workstation,8,FR,Windows,182.86855784271577,13295.869438321752,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,6.917898910049722
DEV_0059,192.168.9.87,00:0C:29:FE:FE:BC,network_device,9,CA,macOS,318.1897589378548,96700.89311894818,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,49.91677689978721
DEV_0060,192.168.0.251,00:1A:2B:26:CF:BA,workstation,0,CA,Embedded,192.91840944194118,80066.38361561789,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,19.078823526780017
DEV_0061,192.168.1.167,00:1B:44:7F:3A:0D,workstation,1,DE,iOS,187.03137587197799,72458.25769367145,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,14.84065809854866
DEV_0062,192.168.2.182,00:50:56:94:99:50,laptop,2,DE,macOS,54.11764454132229,65274.62947164398,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,11.064175238470073
DEV_0063,192.168.3.249,00:25:00:25:E6:EE,server,3,CA,macOS,692.5019161175208,276288.7039022186,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,94.12640529751697
DEV_0064,192.168.4.245,00:1D:09:8C:40:9B,workstation,4,AU,Android,146.1481140948488,40385.76279452219,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,15.878402638300376
DEV_0065,192.168.5.228,AA:BB:CC:94:9A:F7,server,5,FR,Embedded,1109.1387901168378,203086.6557582998,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,45.88449464566225
DEV_0066,192.168.6.37,00:50:56:19:94:C4,workstation,6,AU,iOS,179.79612525810765,54843.89878539179,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,11.098000334427887
DEV_0067,192.168.7.226,AA:BB:CC:F0:92:04,laptop,7,UK,iOS,73.89331677304813,26645.127277932173,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,9.554603976483302
DEV_0068,192.168.8.143,00:25:00:49:65:CD,network_device,8,CA,Windows,342.5042089615216,153077.48490324875,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,18.490575413183617
DEV_0069,192.168.9.95,00:25:00:38:D5:9D,mobile,9,US,Android,64.33134176204504,19352.602554030505,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,1.54400745267012
DEV_0070,192.168.0.177,08:00:27:D2:F1:1F,workstation,0,DE,Android,98.75743016390823,40809.431591366156,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,12.981378441417528
DEV_0071,192.168.1.77,00:1B:44:6A:FA:A2,network_device,1,BR,macOS,317.27635079531126,27571.96762989059,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,14.629406363465339
DEV_0072,192.168.2.70,00:1D:09:8B:46:37,mobile,2,AU,Embedded,47.17290428129594,23581.449626751815,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,8.844796404385168
DEV_0073,192.168.3.83,00:1B:44:1E:2D:76,network_device,3,CA,Embedded,170.31548301554503,193183.64841500163,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,49.23472497669529
DEV_0074,192.168.4.254,AA:BB:CC:FC:44:EF,workstation,4,JP,Linux,99.60261452476783,36552.18318924538,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,9.698658505641308
DEV_0075,192.168.5.240,08:00:27:03:85:C4,laptop,5,FR,iOS,66.23350076299377,13866.863585297944,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,5.353691277385244
DEV_0076,192.168.6.57,00:0C:29:F4:4E:E8,laptop,6,AU,macOS,86.49936922551737,70485.12938658,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,1.864612665793573
DEV_0077,192.168.7.84,00:1D:09:E2:3B:69,workstation,7,AU,iOS,126.55630310492518,51614.04751650313,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,12.409602771062637
DEV_0078,192.168.8.18,00:21:5A:10:92:D1,iot,8,DE,Linux,29.821414964521974,3478.0664215646066,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,1.1048008251336177
DEV_0079,192.168.9.1,00:1A:2B:98:ED:D9,workstation,9,CA,iOS,87.12680577556634,82853.0365185275,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,3.8161408356651263
DEV_0080,192.168.0.103,00:21:5A:77:6F:1C,mobile,0,DE,Android,50.32772349062009,29599.475700303523,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,7.484515038579611
DEV_0081,192.168.1.13,00:25:00:C3:A3:D5,laptop,1,IN,Linux,94.55139172689809,9321.795084915653,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,5.623681910737469
DEV_0082,192.168.2.213,08:00:27:1A:89:C1,laptop,2,AU,Android,126.55807414206542,27739.101922336824,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,11.560630401260347
DEV_0083,192.168.3.62,00:1D:09:A4:90:C2,workstation,3,BR,Android,96.26334264303924,78546.607237874,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,15.3425428168968
DEV_0084,192.168.4.51,00:25:00:75:C2:7D,workstation,4,BR,Android,152.72699185188594,25141.02813563869,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,11.758463396324393
DEV_0085,192.168.5.172,00:1A:2B:03:D3:46,iot,5,FR,Windows,20.445880896920073,2982.396024100656,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,1.6449987197364286
DEV_0086,192.168.6.233,00:0C:29:36:31:4C,mobile,6,FR,Linux,65.64554324584267,10399.289929517845,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,4.350143831990719
DEV_0087,192.168.7.180,00:0C:29:2A:FF:DE,laptop,7,CN,Android,137.37494545712397,25332.128953130148,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,3.510963045080967
DEV_0088,192.168.8.211,DE:AD:BE:CB:27:99,workstation,8,DE,Android,175.1975840137628,98963.01621226927,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,17.096143837037147
DEV_0089,192.168.9.8,AA:BB:CC:8B:E6:FB,mobile,9,FR,macOS,51.011258484773585,9503.216865049202,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,1.3694440726142716
DEV_0090,192.168.0.27,00:0C:29:2C:5F:DC,mobile,0,BR,Android,34.77400011416812,12858.387662595023,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,2.1110377722270925
DEV_0091,192.168.1.127,00:0C:29:20:55:DE,workstation,1,JP,iOS,167.39999362482283,51207.54696151251,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,17.519569590179255
DEV_0092,192.168.2.77,00:25:00:66:F5:A0,laptop,2,DE,iOS,113.39493212065321,34470.13473045949,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,8.701388197964619
DEV_0093,192.168.3.75,DE:AD:BE:23:D1:FF,workstation,3,DE,Embedded,87.90225273966375,62401.96172947033,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,19.43170473330863
DEV_0094,192.168.4.64,AA:BB:CC:B5:55:16,workstation,4,AU,Embedded,109.94266193376234,55960.86164725402,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,15.902160184323776
DEV_0095,192.168.5.107,00:50:56:3B:48:B2,workstation,5,JP,macOS,81.03009893124718,37023.76748637463,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,4.958373671312659
DEV_0096,192.168.6.246,00:21:5A:76:CF:5E,laptop,6,DE,Embedded,118.48660434553646,25875.862288656917,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,6.121102411775207
DEV_0097,192.168.7.248,AA:BB:CC:A0:C6:C8,laptop,7,AU,Windows,104.083521520371,15046.082723803298,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,6.85534748695762
DEV_0098,192.168.8.178,AA:BB:CC:58:55:FA,laptop,8,JP,Linux,104.32919745470099,47118.65580013284,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,3.341548823992823
DEV_0099,192.168.9.58,00:1D:09:93:56:EA,server,9,AU,Embedded,1658.8214572435568,495902.12900256953,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,48.26392180634647
DEV_0100,192.168.0.221,00:50:56:E0:3C:79,workstation,0,FR,Embedded,102.59462616709845,28624.84486765894,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,14.672967711593394
DEV_0101,192.168.1.25,00:0C:29:D2:1E:8D,laptop,1,DE,Embedded,115.36738186070028,25153.786406561445,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,8.218588609227787
DEV_0102,192.168.2.84,00:1C:B3:01:2F:EA,network_device,2,CN,Windows,229.14605983598116,180947.83844694006,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,46.82447939063848
DEV_0103,192.168.3.117,00:1A:2B:DB:67:43,workstation,3,JP,Linux,181.4892555855432,14660.85475437895,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,3.7133062036302187
DEV_0104,192.168.4.3,DE:AD:BE:AF:3D:D8,workstation,4,DE,iOS,107.46048885136591,79611.44352855618,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,2.1525453551541722
DEV_0105,192.168.5.106,00:1C:B3:E2:6F:2C,workstation,5,UK,Linux,138.436087664227,17582.3844398188,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,17.26205787991926
DEV_0106,192.168.6.76,AA:BB:CC:1B:7A:FD,mobile,6,IN,Windows,72.21071696608354,13784.178959068275,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,6.079953220796282
DEV_0107,192.168.7.243,00:1E:68:92:D4:D8,iot,7,IN,Windows,6.9755390493766765,3934.5085900676927,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,0.5534110375495351
DEV_0108,192.168.8.30,00:21:5A:1C:9E:59,iot,8,UK,Windows,18.075134068210204,1709.4401888416055,"['TCP', 'UDP', 'HTTP']","[80, 443, 8883, 1883]",0,24,0.22135677933398132
DEV_0109,192.168.9.20,00:21:5A:E9:B8:1C,laptop,9,BR,Android,122.79947439095817,69401.67568415133,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,14.44479003552193
DEV_0110,192.168.0.58,00:25:00:7F:D5:A3,laptop,0,JP,Windows,110.79908600623101,70774.34286387311,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,6.164871028135688
DEV_0111,192.168.1.95,00:1C:B3:FC:64:7D,workstation,1,DE,Windows,53.586538396400655,78303.62378923107,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,9.556685156051214
DEV_0112,192.168.2.60,00:1D:09:D3:BE:EA,server,2,UK,Android,643.3655080060784,483898.2236297334,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,76.18175819041312
DEV_0113,192.168.3.40,00:50:56:54:E6:EE,laptop,3,CN,iOS,122.44040984598061,27816.123716376725,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,10.956203575991562
DEV_0114,192.168.4.210,00:0C:29:0F:CF:E7,workstation,4,CA,Embedded,64.20879154880707,30005.931941899442,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'UDP']","[80, 443, 993, 25, 110]",8,18,12.550137539645817
DEV_0115,192.168.5.208,00:0C:29:2F:A9:3E,laptop,5,US,iOS,81.97876526864056,73122.81619039425,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,10.061897606637121
DEV_0116,192.168.6.99,00:0C:29:D6:66:7F,server,6,CA,Windows,1984.1054236423008,276076.96499468375,"['TCP', 'HTTP', 'HTTPS', 'DNS', 'SSH']","[22, 80, 443, 3306, 5432, 8080]",0,24,80.0684453195627
DEV_0117,192.168.7.26,08:00:27:7B:88:1C,network_device,7,FR,Android,170.44014703199602,146100.94460325528,"['TCP', 'UDP', 'ICMP', 'DNS']","[22, 23, 161, 162]",0,24,44.67318619539921
DEV_0118,192.168.8.80,00:0C:29:FB:13:2E,laptop,8,US,Linux,87.35867857994153,65181.833344111634,"['TCP', 'HTTP', 'HTTPS', 'DNS']","[80, 443, 8080]",8,18,2.55288828798184
DEV_0119,192.168.9.170,00:1E:68:33:AC:9A,mobile,9,CN,Linux,54.748619401800234,19183.851614860967,"['TCP', 'HTTP', 'HTTPS', 'UDP']","[80, 443]",0,24,3.2979140148297654
